teks,label
tiktok ngaco,0
permisi post vidio vidio nya buram udh coba aja buram,0
bagus,1
memperbaharui aplikasi tiktokkludiperbarui tiktok,1
dibuka hankdi uinstaldistsl ulng cmn kuat hrhpus lgparah,0
knp susah download si,1
ngelek main game ml pubg lancar pas buka toktok macet logo,0
knapa tiktok sekarg opdate update trs yaaaa,1
apk nya bagus cuman mb nya berat hp ku tolong jadikan tiktok hemat data hemat hp,1
knpa tiktok gk buka lihat,1
bagus,1
aplikasinya bagus,1
bagud,1
tik tok aneh apdet,1
keren ribet akun,1
bagus,1
ya tiktok ku kadang g buka banget hapus riwayat tontonan,1
kasih bintang karna akun dibelokir,0
bagus menyalurkan aspirasi,1
jelek bgt apl nya selang sehari gk dibuka uninstall loh butuh sosmed promo gk ttep uninstal dn download ulang,0
gk ngirim gambar chat,0
bagus,1
bagys,1
cukuo mnghibur,1
bagus banget minnnnnnnnnnn,1
ya umur ku gk daftar kali daftar akun gk blok tolong hei gk tolong bocil akun gk tuh blok gw blok tolong jan kek gini,0
nilai bintang,1
tiktok lemot parahh suka video lag nih diperbaiki lageeeeeee,0
hpku nge lag trus ram aman ya apl seminggu udah update trus,0
tolong perbaiki toktok ny ya kakak,1
apk koplok,0
bagus,1
update tpi kq susah ya buka,0
menghibur,1
sih bukak akun tiktok gk tolong perbaikin aj ditingal sebentar gk dibuka udah jt kali hapus aj kayak gini tolong kerja nya,0
bagus bangettt lag kurangin lag nya trs kalo download gada tanda respost nya,1
keren,1
bgus,1
buka hapus apk donlod,0
bagus,1
good aplikasi,1
tiktok mah banget manfaat nya,1
tiktok ga live gue pengen live coy,0
aja,1
suka bug,1
mentok logo download ulang gak aplikasi buruk,0
gara gara tiktok hp ngelag,0
kadang eror kaga buka apk ny,0
karna akun kena pelanggaran mengirim pesan,0
buka aplikasi hapus trus download mohon perbaiki udah download update,0
sih tiktok gak terkirim pesan,0
good,1
apl tiktok knapa suka diakses kadang dicopot pemasangan dlu bru download tpi klw akun tiktok login besoknya ndk akses dgn tiktokkkkk burukk,0
gak dibuka aplikasinya pdhl jaringan internet lancar cache nya dihapus tp hrs uninstall trs install jelek,0
kaya jembud,1
lambat banget bjirrr,0
instal payah bug tolong dperbaiki,0
tik tok ilve,0
kalo ko gak tata letak nya pls tata letak nya tik tok,1
tiktok lemot,0
sangattt bagus tapisetiap vidio gaa pernahh ramee,1
kasi bin karna apk nya bagus tolong perbaikin ya min tt ngebug gabisa buka semoga kritikan kasi liat ya trimakasi,1
info data lengkap beritamusic seni budaya film,1
tik tok unistal akun gak d buka dwuonllud buka akun tik tok,0
seru,1
nggak tiktok udah kalinya dowload ulang mohon diperbaiki ya min,0
aplikasi nya bagus suka tulisan hapus wirayat,1
tiktok bug dongo,0
suka,1
tiktok memperbarui buka gk knp tiktok skrng jelek banget ya,0
aplikasi berfungsi d denggan,1
bagus banget,1
saldo nonton live orang,1
tiktok buka hp tolong bantuannya kali coba pembritahuan hp buka tiktok,1
tolong d perbaiki lgi biar ga lemotpdahal sinyal bagus wifi lancar lemot banget,1
intinya kecanduan yaa aplikasi seru bermanfaat,1
apk ngestak logo tiktok ny aja udah kali download ulg sma aja,0
bagus,1
seru,1
senang,1
banget dibuka uninstall download biar,0
tik tok kesini elor liat tiktok gakbisa ya dengen tiktok,0
burik jelek aneh pokoknya ga nih aplikasi,0
tiktok sih bug lelet banget buka tiktok gambarnya doang vidionya gaada udah instal ber ulang tetep aja gaada perubahan gabisa pake ram hp cepet panas kalo bikin vidio patah tolong perbaiki min,0
plisss aplikasi bagus bgt kenal bnyk org gara tiktok thanks tiktoktp kalo masuk aja lambat bgt,1
nge dm perbaiki,0
apk buruktidak rekomen download sampah,0
bagus bangett suka kadang ngelag trs sedih bangett akun ku blokirr pengikut nya dah blokir tiktok updet blok nya mix sampe kali aja pliss sayang banget akun nya kalo isi keluarga sayang bangett tiktok saran sih,1
tiktok gk yg klou buka aplikasi lm bgt kadang hrs hapus bisah buka lg,0
live,0
bagus suka ngeleg sinyal bagus,0
tiktok eror buka tik tok download susah banget payah,1
buruk tiktok ku ga upgradedan ga buka,0
masuk cuman logo tiktok aja sllu hrs unistall pasang ulang log in,0
tiktok kesini burik,0
muluk aplikasi nya penilaian burik updatetan skrng,0
memproses pdhl jaringan bgs,0
kalo buka tik tok susah pake banget,0
menekan pengguna fitur fitur memberatkan pengguna situs promosi mengurangi pengguna tayang viti video penguna,0
bagus,1
suka tik tok drama fidio bagus sopan,1
oke mantap tiktok nya bikin hp lemot,1
parah titok tida d buka donlot,0
min aplikasinya kalo ga download lagimohon diperbaiki,1
for you pageberanda nya akurat minatku nyesuain jadii bintang klo streak update biar kreatif dapet badge warna rewards khusus udh nyentuh streak gaada perubahan samsek,1
keren banget,1
buka tiktok pencet,0
aplikasi kandang monyet,0
suhu nya gk tiktok sya gk bukak si klo sya ksih bintang,0
gimana sih min udah sayang uninstall install ulang masihh ajaa ngebuk buka udah upload video video nya bersifat positif kena pelanggaran mulu joget joget mengumbar aurat kena pelanggaran sih min lawak ah,0
bagus,1
jellkkl bngsttgyttt leg bangett,0
tiktok ngelek ya unistal download lgi bru nnti brapa bgtuh lgi ngelek lola pdahal jaringan gk bermasalah tolong perbaiki,0
bagus,1
coba tiktok donlod,1
tiktok ya mengundang temen udah nama temen sa bonus rewards misi rb hilang namanya reward scam kah apk nya jelek penipuu,1
maaf ya kalo nayak kalo tiktok indah bagus,1
tiktok kuuu gak bisaa bukaaa anehhh g sabarr gue cokk,0
iya un install buka tiktok yg muncul logonya doang,0
mengeluh asik asik nonton vidio random eh reload force close,0
hapus download karna mentok logo hp nya langsung lemot,1
bug ya,0
tik tok kesini kyk gitu kalo buka tiktok dihapus trus didownload,1
aplikasi nya bagussss,1
mantp ui,1
tiktok smkn jelek aj kadangkalo kitamah login eh gjls ramnya yg,0
mantap,1
pas pake umr gk sih gak adil banget,0
bagus,1
iklan,0
udah folower ga live umur pwihhh,0
menghibut,1
tiktok makinn ksnii gajelas ruang penyimpanan udaa bersihin jugaa ttp gabisaa kebuka,0
aplikasi tiktok yaaaaa gitu masuk aplikasi pengedit video efek pendeteksi wajah wajah nonaktifkan efek,1
lihat berita belanja mantab,1
bagus,1
tik tonya susah buka bentar,0
apk nya gk adil akun gw diblokir gw udh susah payah meningkatkan followers gw k,0
apk nya ngebug melulu,0
gj apknya udahlah video orang joget joget baju bahan,0
tagarnya dibatasi gaasik bngt,1
tolong nda perbaiki sa udh capek download ters gara gara nda buka tolong perbaiki solany capek hapus aplikasi ters download berulang ulang kali maap tolong kenpa solany udah enk enk serol tiktok langsung,1
ya mah tiktok jarang buka tau ngk kenapah,0
habis upgrade gk buka hapus download,1
sih tiktok diperbolehkan anak usia tiktok,0
kasih bintang bagus,1
tiktok nya suka engebug kadang gak masuk pencet pencet berkalikali masuk kadang gak masuk hapus download masuk,1
baguuuussss,1
hp kgk lemot pas kali instal udah hp lemott banget pas mencet tiktok,0
aplikasi nya enak,1
aplikasi sgt bgus,1
aplikasi gampang ngebug gak bukaa,0
good,1
keren ko,1
nyari duet tiktok harepan tiktok tpi ngelek nya ga ngotak gabisa diakses perbaikin kek,0
susah d buka,0
dah tik tok pdhl sinyal bagus pas muter video putus,0
baguss banget,1
tiktok gak dibuka dihapus biar kebuka gebak tiktok,0
tiktok payahcuma pake belanja blokir kena pelanggaran,0
tiktok si iya seminggu udah install kalii tiktoknya ni ga dibuka kalo ga hapus instal ulang,0
tiktok gak buka jaringan bagus,0
bagus,1
ok,1
seruuu kalo gabutttt,1
gsh downloadini apl tmpt perkumpulan org dongo,0
kemarin udah semingguan ga dibuka wifi lancar uninstal,0
tiktok suka layar jdi cepek bolak tetep gk tolong perbaiki,0
bagus,1
mhon maaf tpi knpaa tiktok skrang jadii jelk,1
happy gabut,1
keren,1
bagus banget,1
seru seru seruan,1
tt mkin mkin g jlas nge bug ga bsa msuk trus yg ngeselin adlah ngehapus tt hrus akun ny kmbli duhh mhon maap ni ya tlong pusat tiktok tiktok nya yg lbih bgus lgi jgn bnykin ngebug nya trus ntizen yg mke tktk ga hrus ngehapus tt akunnya blik tlong ya pusat tktk maap ni ya cma ngsih rate bntang,0
tiktok sekrng susah loding mesti instal ulng,0
bagus aja,1
fitur temukan ganggu banget klo ngepause video nutupin videonya mending hapus aja tuh fitur,0
woi tik tok aneh uninstal kaga buka tik tok ga,0
mantap,1
tiktok gak,0
tikotk kemaren kokk bahasa nya inggris yaa pengaturan udah bahasa indonesia,1
tik tok ya,0
bagus,1
tiktok jelek aja burukkk,0
wifi bagussinyal bagus tik tok lelet kadang susah dibuka suka,0
isi konten gak saring hoax ujaran kebencian,0
hapus riwayat tontonan,0
bgus tpi knp selaluu nge stag logo mind knp kdng g buka aplikasi ny,1
seruu,1
hebat,1
bug,0
macet tan udah kali,1
sagat bagus,1
ngeleg suka,0
aneh gabisa nge dm temen kena pelanggaran padahl ga ngapa ngapain,0
iklan gampang penuhmb nya,1
bagus banget,1
tiktok eror ngebug gimana parah parahhhh,0
diinstall aja ga aneh,0
tiktok ni ngebug truss,0
please tiktok adain fitur posting ulang komentar ga vidio doang diposting ulangsoalnya kadang vidio keren komennya keren gituhhh aksjaakahaksnansjsk,1
gak fyp ya,1
vidio ku gak fyp,0
kecilin memo nya,0
bagus ngefremm,1
bagus tp dikit dikit suruh bersihin memori muak tk hapus abis download,0
ngeleg,0
bagus banget,1
buruksering ngestak logo,0
ga diinstal woi,0
aplikasi bagus banget jangn membersihkan riwayat,1
bgus,1
cinta tiktok,1
udah download tinggal nginstal,0
mantulll,1
tiktok jelek,0
bermanfaat sosial,1
youtube tiktok,1
lucu,1
ap maksudmu memblokir akun ku,0
kasih bintang tiktok suka ngelag kadang suka kadang dibuka tiktok gak kayak dlu vidio aneh aneh blokir kena pelanggarang ram hp nya ngelag tiktok pilih kasih hp iphone dirayakan hp android tolong tiktok perbaiki,0
membuka tiktokpadahal uda update,1
sua ngebug gak pencet,0
tik tok ya jd super ngelag kadang uninstall trs d instal buka tiktok berselang gitu lagipadahal penyimpanan telpon aman ga penuh,1
okay good haha,1
tiktok seru tiktok ngeleg banya nonton kasih bintang ya,1
knp tiktok suka susah masuk sendri hupus masuk pengaruh pembelanjaan nya payleter gak aneh,0
riwayat pencarian gw diilangin lu gak tau gw ngumpulin puluhan musik udah berkalikali riwayat pencarian gw diilangin lu mudah nyari musik tu hah bikin algoritma bener,1
baguss,1
tiktok ram ny dikecilin ya min bagus,1
bagus banget,1
suka banget siii tiktok asiknya gk main main,1
tiktok semangkin memburuk,1
menyenangkanseblumnyatapi jelektiap buka gk menghapus trus download lgbgtu trus berulang ulang sih tik tok i,0
bnr aneh ngebug trus kdng ga pencet iconnya pdhl app so bad,0
bagus memposting video bagus enak update bg,1
bagus ngelag,1
bagus,1
bagus enak ditonton,1
jdi gini si tiktok,1
tolong perbaiki tik tok kayak yg bongkar pasang terusperkara pas buka aplikasinya loading ga masuk,0
tiktok bagus,1
bagus,1
membantu banget,1
yaa habis buka t stuck logo hp langsung lag patah,0
tingkatkan,1
bagus,1
ok mogah kedepan nya baikkalau buruk copot jha iklan edit post video ribet,0
mantap bngangat apknya,1
bugsudah yg komplain gak perbaiki tiktok,0
kasi bintang krn bagus tp tiktok mengecewakan sy mesti mendownload berulang kali krn bs membukanya gagal gagal krn dianggap sampah hrs bersihkan bersihkan malas buka tiktok,0
sebulan tiktok nya update mulu xhmmmm,0
ya akun sya blokir pdhl dwonload,0
bikin vidio ceket wifi nya lancar bnget,0
hai tiktok tolong kecilkan mbnya karna hp ku mendukung,0
tiktok nya bermasalah bangetakun tb hapus datanyasampai tiktok nya bukaharus uninstall pas install ulang brmasalah,0
delete and stop this app completely if there is no fix this app is already very bad if you continue i guarantee your rating will drop drastically and you will suffer big losses,0
guys tiktok gabakal benerin inijika tiktok mengatasi coba buktikansaya emosi bug mohon perbaiki,0
tolong yah tiktok tuh gk update loh,0
bagus,1
buruk jelek suka gajelas kesini buruk mohon perbaiki ya,0
tida buka,0
pengalaman memuaskan,1
parah tik tok,0
bug buka tiktok mental terpaksa hapus instal,1
tiktok ya gak didownload aja dihapus memori blum penuh,0
tiktok ngeselin bangetaplikasinya bikin emosimau login aja keseringan gak jaringan baguuuuuuussssss pake bangetmana kadang log out lagigedek banget,0
aplikasi sdm rendah,0
bagus,1
ga aplikasi nya login stack logo tik tok trus hapus aplikasi download tolong benerinn,0
bug woyy tombol like misah gak dipencet,1
bagus banget,1
bagus bagus,1
tiktok knp kli buka g bisahrs hapus nge instal lg pulapdhl sinyal jg oktp mo masuk kew tiktok sll mental,1
anehh sekarangg tiktok gaa adaa potoo profil sinyal bagus,0
tiktok ny anehh masak abis abdate gk buka lagiii anehh ah tiktok nya tiktok ku gk buka lagiii uni instal gk,0
mendukung menambah wawasan,1
tiktok q skrang g bsa kebuka klo kepengin bka download lgi knpa sih,1
tik tok ngebug kadang muter gk buka,1
ngonten fens nya awi tb,1
keren,1
jelek banget dah gak download memo gua,0
buka tiktok layar utama,0
tiktok bener jlk bgttt lg scroll tb layar utama pdhl ga mencet tombol lg liat video tb mati,0
bagus,1
tiktok ya ko gak buka login menerus,1
min tiktok gini si yg lemot pas mo masuk aplikasi ga kaya,1
tiktok buka masuk tiktok,0
ku bikin tiktok dibuka lau buka tiktok daftarin tp kaya gitu ya,1
masuk mental mulu,0
salam santun tiktok mohon perbagus,1
aplikasi nya bagus suka banget aplikasi aplikasi menghibur sekalitapi kesalahan aplikasi kalo membuka tiktok kadang tuh ngelagdan fitur kesalahandan kadang kalo buka aplikasi initerus sendiridan kadang tuh kepencet sendiridan sih oke aja ya aplikasi nyadansaran tolong perbaiki yaa,1
ga buka semoga perbaiki,0
tata letak tik tok yg yng engga mandang hp tah,0
tolong diperbarui eror appnya pas liat video tik tok,1
donlod apus donlod apus gajelas nih aplikasi,0
gak login app terjelek download,0
buruk,0
suka,1
seru,1
lumayan stel bahasa indo bahasa english gimana si,1
ga komen foto,0
upin ipin kembar setia kudu upin ipin maunya,1
lelet,0
bagus,1
stuck d logo,0
banget buka tik tok suka stuck logo perbaiki tik tok karna tik tok maju pesat orang yg hp android donwload tiktok,1
tiktok tolong perbaikin bug nya udh berkali kali hapus ulang apk nya tpi bug nya muncul nge lag pas buka apk nya nge stuck logo doang abis hp langsung panas nge lag tolong perbaikin bug nya bertambah mengeluh,0
ngelag jaringan lancar aja kalo buka apk jg lancar aja tpi buka tiktok ngelag parah,0
sinyal bagus tpi tktok ny lag,0
ku nda komen poto,1
diupdate gikiran diupdate gagal an,0
tiktok aplikasi broken masuk mentok logo tiktok doang udah bikin hp lemotpatahpatah gak muat ulang hp biar normal tolong diperbaiki,0
bintang apk nya mandang hp anjay,0
aplikasi tik tok yapadahal jaringan ny bagus,1
tiktok sih muncul logo tiktok doang g d bukamainkan,0
bagus,1
bagus banget,1
bgus,1
aplikasinya tolong perbaiki lgh ksh downlod trus erortrus yiktoknya mkn data bnyak,1
sy sngtttt sebang dn terhibur aplikasi tiktok,1
jelek,0
seruuuu,1
gak ngerti dah sma tiktok stuk berkli hrus unistall trus download berfungsi,0
knapa yaa tik tok ngebug loading logo tiktok nya doangg,0
tiktok ya ni si mantap,1
bagus,1
senang video tiktok playlist nya orang diupdate kalimat update,1
asik kadng efek gk mendukung,1
buruk,0
menghibur membantu,1
parah ngebug trus logo doang parah,0
tiktok tampilannya jelek bgt video gk bsa full background tambahan bawahnya trs tampilan profil jga berubah gk enak diliat,0
tiktok bagus ngelek,1
tiktok good job sukses,1
jelek banget tiktok bug nya kyak gak masuk tiktok udah berkalikali download ulang tetep,0
baguss sekalii,1
baguss bgt deh aplikasinya menurutku kekurangannya susah nyari folowers like,1
tiktok lelet wife sinyal kuat jjk nengok nya,0
ahmad kosasih fitur tiktok terbuka pakai tiktok late bukti orang orang syeber nya facebox alamat faceboxe ku,1
tolong perbaiki update aplikasi buka membuka aplikasi buka,1
maaf bintang buka tiktok kepental hapusdownload terganggu perbaiki kesalahan aplikasi nya,1
tik tok lemot pedahal sinyal bagus wifi erorasih gini aja,0
gak buka tiktok nih uninstall install buka tiktok itupun bertahan minggu gak buka,0
tiktok bikin merusak otak anak,1
bagus membantu teman mencari cuan,1
tiktok susah bgt dibuka layar utama hapus downlod lg hapus lg download lg,0
gak aja aplikasi ngelag lemot udah kali uninstal download aja gak perbaikan,0
tiktok sih semenjak update ngebug mental hp crash udh uninstall download tetep aja,1
aplikasi nya tolong updet suka nimbul logo tiktok gak buka unstal ulng trus dwonload,0
bagus,1
aplikasi nya bagus bergunatapi tiktok gabisa buka un instal terua,0
apk ap jelek streak gw hilang gara kena pelanggaran umur jokes ngetik kelas sd aslinya gw sma lol,0
tahi palat,1
ngelag ngelag ga,0
knp tiktok sekrang suka susah kalo digunakansusah masuk beranda tiktokhrus hapus dlu instal lgi masuk lgi,1
tik tok seru tiktok ilmu yg,1
bagus,1
buruk update buruk,0
ga download woi,0
cantik banget orang dewasa jujur adil orang bernama menjagamu bernama neti,1
tiktok yaa gitu percantik hilang makeup nya butuh lippe lag plis tiktok,1
tiktok suka ngak buka hpdi download buka harian habis ngak bukaktiap login lagimintanya hapus download pakek yaapa hp nya,1
bagus,1
bagus suka scroll tiktok,1
bagus,1
tiktok ya gak buka udah kali hapus download ulangmohon perbaiki ya,1
ga buka instal ulang,0
bagus,1
tiktok kuat blokir kali menghapus tiktok,0
aplikasi membantu ku bintang,1
bagusss bangett gilaaa,1
bagus tiktok nya ditambah toko nya bagus kualitasnya bagus bagus banget,1
najis lemot ga dibuka,0
jelek tiktok,0
admin baca gak sihh aja suka kayak bug,0
mudaah lemot,0
tiktok susah bnget buwat buka hrus hapus uninstal buka jdi bikin kesel memori bnyak jaringan bagus tpi tetep aj susah buka nya,1
menghilangkan bosan,1
buruuuk,0
apk penurun iq ga edit pesan susah fyp apk jelekk,0
